"Variable_Name","DX_CODE","DX_DESC","matched_terms_llm_nocontext"
"A1C","E093413","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, BILATERAL","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E093419","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, UNSPECIFIED EYE","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E093491","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, RIGHT EYE","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E093492","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, LEFT EYE","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E093493","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, BILATERAL","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E093499","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, UNSPECIFIED EYE","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E093511","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, RIGHT EYE","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E093512","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, LEFT EYE","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E093513","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, BILATERAL","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E093519","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, UNSPECIFIED EYE","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E093521","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT INVOLVING THE MACULA, RIGHT EYE","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E093522","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT INVOLVING THE MACULA, LEFT EYE","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E093523","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT INVOLVING THE MACULA, BILATERAL","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E093529","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT INVOLVING THE MACULA, UNSPECIFIED EYE","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E093531","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT NOT INVOLVING THE MACULA, RIGHT EYE","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E093532","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT NOT INVOLVING THE MACULA, LEFT EYE","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E093533","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT NOT INVOLVING THE MACULA, BILATERAL","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E093539","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT NOT INVOLVING THE MACULA, UNSPECIFIED EYE","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E093541","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH COMBINED TRACTION RETINAL DETACHMENT AND RHEGMATOGENOUS RETINAL DETACHMENT, RIGHT EYE","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E093542","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH COMBINED TRACTION RETINAL DETACHMENT AND RHEGMATOGENOUS RETINAL DETACHMENT, LEFT EYE","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E093543","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH COMBINED TRACTION RETINAL DETACHMENT AND RHEGMATOGENOUS RETINAL DETACHMENT, BILATERAL","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E093549","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH COMBINED TRACTION RETINAL DETACHMENT AND RHEGMATOGENOUS RETINAL DETACHMENT, UNSPECIFIED EYE","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E093551","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH STABLE PROLIFERATIVE DIABETIC RETINOPATHY, RIGHT EYE","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E093552","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH STABLE PROLIFERATIVE DIABETIC RETINOPATHY, LEFT EYE","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E093553","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH STABLE PROLIFERATIVE DIABETIC RETINOPATHY, BILATERAL","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E093559","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH STABLE PROLIFERATIVE DIABETIC RETINOPATHY, UNSPECIFIED EYE","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E093591","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, RIGHT EYE","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E093592","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, LEFT EYE","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E093593","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, BILATERAL","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E093599","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, UNSPECIFIED EYE","DIABETES.*MELLITUS; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E0936","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH DIABETIC CATARACT","DIABETES.*MELLITUS; DIABETES; DIABETIC"
"A1C","E0937X1","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH DIABETIC MACULAR EDEMA, RESOLVED FOLLOWING TREATMENT, RIGHT EYE","DIABETES.*MELLITUS; DIABETES; DIABETIC"
"A1C","E0937X2","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH DIABETIC MACULAR EDEMA, RESOLVED FOLLOWING TREATMENT, LEFT EYE","DIABETES.*MELLITUS; DIABETES; DIABETIC"
"A1C","E0937X3","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH DIABETIC MACULAR EDEMA, RESOLVED FOLLOWING TREATMENT, BILATERAL","DIABETES.*MELLITUS; DIABETES; DIABETIC"
"A1C","E0937X9","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH DIABETIC MACULAR EDEMA, RESOLVED FOLLOWING TREATMENT, UNSPECIFIED EYE","DIABETES.*MELLITUS; DIABETES; DIABETIC"
"A1C","E0939","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH OTHER DIABETIC OPHTHALMIC COMPLICATION","DIABETES.*MELLITUS; DIABETES; DIABETIC"
"A1C","E0940","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH NEUROLOGICAL COMPLICATIONS WITH DIABETIC NEUROPATHY, UNSPECIFIED","DIABETES.*MELLITUS; DIABETES; DIABETIC.*NEUROPATHY; DIABETES.*WITH.*COMPLICATIONS; DIABETIC"
"A1C","E0941","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH NEUROLOGICAL COMPLICATIONS WITH DIABETIC MONONEUROPATHY","DIABETES.*MELLITUS; DIABETES; DIABETIC.*NEUROPATHY; DIABETES.*WITH.*COMPLICATIONS; DIABETIC"
"A1C","E0942","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH NEUROLOGICAL COMPLICATIONS WITH DIABETIC POLYNEUROPATHY","DIABETES.*MELLITUS; DIABETES; DIABETIC.*NEUROPATHY; DIABETES.*WITH.*COMPLICATIONS; DIABETIC"
"A1C","E0943","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH NEUROLOGICAL COMPLICATIONS WITH DIABETIC AUTONOMIC (POLY)NEUROPATHY","DIABETES.*MELLITUS; DIABETES; DIABETIC.*NEUROPATHY; DIABETES.*WITH.*COMPLICATIONS; DIABETIC"
"A1C","E0944","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH NEUROLOGICAL COMPLICATIONS WITH DIABETIC AMYOTROPHY","DIABETES.*MELLITUS; DIABETES; DIABETES.*WITH.*COMPLICATIONS; DIABETIC"
"A1C","E0949","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH NEUROLOGICAL COMPLICATIONS WITH OTHER DIABETIC NEUROLOGICAL COMPLICATION","DIABETES.*MELLITUS; DIABETES; DIABETES.*WITH.*COMPLICATIONS; DIABETIC"
"A1C","E0951","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH DIABETIC PERIPHERAL ANGIOPATHY WITHOUT GANGRENE","DIABETES.*MELLITUS; DIABETES; DIABETIC"
"A1C","E0952","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH DIABETIC PERIPHERAL ANGIOPATHY WITH GANGRENE","DIABETES.*MELLITUS; DIABETES; DIABETIC"
"A1C","E0959","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH OTHER CIRCULATORY COMPLICATIONS","DIABETES.*MELLITUS; DIABETES; DIABETES.*WITH.*COMPLICATIONS"
"A1C","E09610","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH DIABETIC NEUROPATHIC ARTHROPATHY","DIABETES.*MELLITUS; DIABETES; DIABETIC"
"A1C","E09618","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH OTHER DIABETIC ARTHROPATHY","DIABETES.*MELLITUS; DIABETES; DIABETIC"
"A1C","E09620","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH DIABETIC DERMATITIS","DIABETES.*MELLITUS; DIABETES; DIABETIC"
"A1C","E09621","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH FOOT ULCER","DIABETES.*MELLITUS; DIABETES"
"A1C","E09622","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH OTHER SKIN ULCER","DIABETES.*MELLITUS; DIABETES"
"A1C","E09628","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH OTHER SKIN COMPLICATIONS","DIABETES.*MELLITUS; DIABETES; DIABETES.*WITH.*COMPLICATIONS"
"A1C","E09630","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH PERIODONTAL DISEASE","DIABETES.*MELLITUS; DIABETES"
"A1C","E09638","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH OTHER ORAL COMPLICATIONS","DIABETES.*MELLITUS; DIABETES; DIABETES.*WITH.*COMPLICATIONS"
"A1C","E09641","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH HYPOGLYCEMIA WITH COMA","DIABETES.*MELLITUS; DIABETES"
"A1C","E09649","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH HYPOGLYCEMIA WITHOUT COMA","DIABETES.*MELLITUS; DIABETES"
"A1C","E0965","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH HYPERGLYCEMIA","DIABETES.*MELLITUS; HYPERGLYCEMIA; DIABETES"
"A1C","E0969","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH OTHER SPECIFIED COMPLICATION","DIABETES.*MELLITUS; DIABETES"
"A1C","E098","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH UNSPECIFIED COMPLICATIONS","DIABETES.*MELLITUS; DIABETES; DIABETES.*WITH.*COMPLICATIONS"
"A1C","E099","DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITHOUT COMPLICATIONS","DIABETES.*MELLITUS; DIABETES; DIABETES.*WITH.*COMPLICATIONS"
"A1C","E1010","TYPE 1 DIABETES MELLITUS WITH KETOACIDOSIS WITHOUT COMA","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES"
"A1C","E1011","TYPE 1 DIABETES MELLITUS WITH KETOACIDOSIS WITH COMA","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES"
"A1C","E1021","TYPE 1 DIABETES MELLITUS WITH DIABETIC NEPHROPATHY","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*NEPHROPATHY; DIABETIC"
"A1C","E1022","TYPE 1 DIABETES MELLITUS WITH DIABETIC CHRONIC KIDNEY DISEASE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC"
"A1C","E1029","TYPE 1 DIABETES MELLITUS WITH OTHER DIABETIC KIDNEY COMPLICATION","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC"
"A1C","E10311","TYPE 1 DIABETES MELLITUS WITH UNSPECIFIED DIABETIC RETINOPATHY WITH MACULAR EDEMA","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E10319","TYPE 1 DIABETES MELLITUS WITH UNSPECIFIED DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103211","TYPE 1 DIABETES MELLITUS WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, RIGHT EYE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103212","TYPE 1 DIABETES MELLITUS WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, LEFT EYE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103213","TYPE 1 DIABETES MELLITUS WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, BILATERAL","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103219","TYPE 1 DIABETES MELLITUS WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, UNSPECIFIED EYE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103291","TYPE 1 DIABETES MELLITUS WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, RIGHT EYE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103292","TYPE 1 DIABETES MELLITUS WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, LEFT EYE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103293","TYPE 1 DIABETES MELLITUS WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, BILATERAL","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103299","TYPE 1 DIABETES MELLITUS WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, UNSPECIFIED EYE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103311","TYPE 1 DIABETES MELLITUS WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, RIGHT EYE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103312","TYPE 1 DIABETES MELLITUS WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, LEFT EYE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103313","TYPE 1 DIABETES MELLITUS WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, BILATERAL","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103319","TYPE 1 DIABETES MELLITUS WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, UNSPECIFIED EYE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103391","TYPE 1 DIABETES MELLITUS WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, RIGHT EYE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103392","TYPE 1 DIABETES MELLITUS WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, LEFT EYE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103393","TYPE 1 DIABETES MELLITUS WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, BILATERAL","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103399","TYPE 1 DIABETES MELLITUS WITH MODERATE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, UNSPECIFIED EYE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103411","TYPE 1 DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, RIGHT EYE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103412","TYPE 1 DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, LEFT EYE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103413","TYPE 1 DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, BILATERAL","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103419","TYPE 1 DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, UNSPECIFIED EYE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103491","TYPE 1 DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, RIGHT EYE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103492","TYPE 1 DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, LEFT EYE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103493","TYPE 1 DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, BILATERAL","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103499","TYPE 1 DIABETES MELLITUS WITH SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, UNSPECIFIED EYE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103511","TYPE 1 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, RIGHT EYE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103512","TYPE 1 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, LEFT EYE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103513","TYPE 1 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, BILATERAL","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103519","TYPE 1 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH MACULAR EDEMA, UNSPECIFIED EYE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103521","TYPE 1 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT INVOLVING THE MACULA, RIGHT EYE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103522","TYPE 1 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT INVOLVING THE MACULA, LEFT EYE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103523","TYPE 1 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT INVOLVING THE MACULA, BILATERAL","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103529","TYPE 1 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT INVOLVING THE MACULA, UNSPECIFIED EYE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103531","TYPE 1 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT NOT INVOLVING THE MACULA, RIGHT EYE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103532","TYPE 1 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT NOT INVOLVING THE MACULA, LEFT EYE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103533","TYPE 1 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT NOT INVOLVING THE MACULA, BILATERAL","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103539","TYPE 1 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT NOT INVOLVING THE MACULA, UNSPECIFIED EYE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103541","TYPE 1 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH COMBINED TRACTION RETINAL DETACHMENT AND RHEGMATOGENOUS RETINAL DETACHMENT, RIGHT EYE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103542","TYPE 1 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH COMBINED TRACTION RETINAL DETACHMENT AND RHEGMATOGENOUS RETINAL DETACHMENT, LEFT EYE","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
"A1C","E103543","TYPE 1 DIABETES MELLITUS WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH COMBINED TRACTION RETINAL DETACHMENT AND RHEGMATOGENOUS RETINAL DETACHMENT, BILATERAL","DIABETES.*MELLITUS; TYPE.*1.*DIABETES; DIABETES; DIABETIC.*RETINOPATHY; DIABETIC"
